Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
-0.4404,Mon Sep 10 02:15:07 +0000 2018,0.868,0.132,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",New York Gov. Andrew Cuomo has denied any prior knowledge of a mailing sent by state Democrats suggesting his prima… https://t.co/UXQ6yoxCGO,204
0.5859,Mon Sep 10 02:00:12 +0000 2018,0.817,0.0,0.183,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",She ditched the homecoming crown for a helmet then went out and kicked her team to a win https://t.co/ZdtSIS6sY3 https://t.co/ARKCbZTDdj,205
0.6808,Mon Sep 10 01:45:05 +0000 2018,0.521,0.12,0.359,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Disciples and doubters celebrate legend of Bigfoot at North Carolina festival https://t.co/IFwGjgztJe https://t.co/5gjm0jykbW,206
0.0,Mon Sep 10 01:32:21 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jack Ma is stepping down as Alibaba's executive chairman next year, the company has announced https://t.co/JMtbBslGQv",207
0.0,Mon Sep 10 01:30:11 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",New York City subway station reopens for the first time since 9/11 https://t.co/qv1KO5OxCj https://t.co/8FxSXVVI7p,208
-0.4767,Mon Sep 10 01:15:07 +0000 2018,0.807,0.193,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","I was arrested for what I believe in, writes actress Piper Perabo for @CNNOpinion https://t.co/zZctv4nOAO https://t.co/XNMB2dxCRz",209
-0.2263,Mon Sep 10 01:00:17 +0000 2018,0.894,0.106,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump seeks to move past Stormy Daniels lawsuit, says 2016 deal was never valid https://t.co/IjLxrtaSmF https://t.co/2UjJtd7nzI",210
0.128,Mon Sep 10 00:45:04 +0000 2018,0.717,0.133,0.151,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The first world is divided into two types of people: those who love cruises and those who hate cruises. I'd always… https://t.co/lhquegHTT2,211
0.0,Mon Sep 10 00:30:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Blue bird from ""Rio"" movie now extinct in the wild https://t.co/L8L2p61jaL https://t.co/nXruciRrhq",212
-0.4019,Mon Sep 10 00:15:08 +0000 2018,0.891,0.109,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","For months, this boy was kept at a shelter full of strangers as his mom was detained across the country. Hear in hi… https://t.co/jrGXflszNw",213
0.0,Mon Sep 10 00:00:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Why Serena Williams is calling out sexism in tennis https://t.co/utVzVR003i https://t.co/VfaO5JR1Zj,214
-0.25,Sun Sep 09 23:49:07 +0000 2018,0.889,0.111,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CBS chief executive Les Moonves has resigned amid a flurry of sexual misconduct allegations, ending a 20-year tenur… https://t.co/FlIEGmMvEm",215
0.0,Sun Sep 09 23:45:11 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How Jack Ma went from English teacher to tech billionaire https://t.co/9BjkjsA9bU https://t.co/BVYHIiampl,216
0.5267,Sun Sep 09 23:30:08 +0000 2018,0.861,0.0,0.139,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Ben Maher sealed the 2018 Longines Global Champions Tour title by racing to his third victory of the season in Rome… https://t.co/9xGAfbvPnX,217
0.0,Sun Sep 09 23:15:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Far right's surge in Swedish election may end one of Europe's last left-wing governments https://t.co/l1GmM7efww https://t.co/nHuKcqWVyO,218
-0.5945,Sun Sep 09 23:00:06 +0000 2018,0.693,0.307,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 800 detained in protests in Russia, monitoring group says https://t.co/FI55y0Qeov https://t.co/H83U5lhKPV",219
-0.1877,Sun Sep 09 22:45:04 +0000 2018,0.912,0.088,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Democrats still have a narrow path to the Senate majority despite a map that favors Republicans and includes 10 Dem… https://t.co/wkRie6owIN,220
-0.6249,Mon Sep 10 03:00:08 +0000 2018,0.785,0.215,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","With President Trump in crisis, Vice President Mike Pence waits in his shadow https://t.co/QKlilp2UQ9 (via… https://t.co/HToxT1S5D4",221
-0.3612,Mon Sep 10 02:45:06 +0000 2018,0.872,0.128,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",British former Foreign Secretary Boris Johnson is being criticized after comments he wrote in a British newspaper t… https://t.co/x0tfqGS0fq,222
0.0,Mon Sep 10 02:30:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Iowa Democrats announce Sen. Cory Booker as keynote speaker for fall gala https://t.co/cRrQkZ6tgf https://t.co/gFzomMTMfa,223
-0.4404,Mon Sep 10 02:15:07 +0000 2018,0.868,0.132,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",New York Gov. Andrew Cuomo has denied any prior knowledge of a mailing sent by state Democrats suggesting his prima… https://t.co/UXQ6yoxCGO,224
0.5859,Mon Sep 10 02:00:12 +0000 2018,0.817,0.0,0.183,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",She ditched the homecoming crown for a helmet then went out and kicked her team to a win https://t.co/ZdtSIS6sY3 https://t.co/ARKCbZTDdj,225
0.6808,Mon Sep 10 01:45:05 +0000 2018,0.521,0.12,0.359,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Disciples and doubters celebrate legend of Bigfoot at North Carolina festival https://t.co/IFwGjgztJe https://t.co/5gjm0jykbW,226
0.0,Mon Sep 10 01:32:21 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jack Ma is stepping down as Alibaba's executive chairman next year, the company has announced https://t.co/JMtbBslGQv",227
0.0,Mon Sep 10 01:30:11 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",New York City subway station reopens for the first time since 9/11 https://t.co/qv1KO5OxCj https://t.co/8FxSXVVI7p,228
-0.4767,Mon Sep 10 01:15:07 +0000 2018,0.807,0.193,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","I was arrested for what I believe in, writes actress Piper Perabo for @CNNOpinion https://t.co/zZctv4nOAO https://t.co/XNMB2dxCRz",229
-0.2263,Mon Sep 10 01:00:17 +0000 2018,0.894,0.106,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump seeks to move past Stormy Daniels lawsuit, says 2016 deal was never valid https://t.co/IjLxrtaSmF https://t.co/2UjJtd7nzI",230
0.128,Mon Sep 10 00:45:04 +0000 2018,0.717,0.133,0.151,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The first world is divided into two types of people: those who love cruises and those who hate cruises. I'd always… https://t.co/lhquegHTT2,231
0.0,Mon Sep 10 00:30:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Blue bird from ""Rio"" movie now extinct in the wild https://t.co/L8L2p61jaL https://t.co/nXruciRrhq",232
-0.4019,Mon Sep 10 00:15:08 +0000 2018,0.891,0.109,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","For months, this boy was kept at a shelter full of strangers as his mom was detained across the country. Hear in hi… https://t.co/jrGXflszNw",233
0.0,Mon Sep 10 00:00:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Why Serena Williams is calling out sexism in tennis https://t.co/utVzVR003i https://t.co/VfaO5JR1Zj,234
-0.25,Sun Sep 09 23:49:07 +0000 2018,0.889,0.111,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CBS chief executive Les Moonves has resigned amid a flurry of sexual misconduct allegations, ending a 20-year tenur… https://t.co/FlIEGmMvEm",235
0.0,Sun Sep 09 23:45:11 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",How Jack Ma went from English teacher to tech billionaire https://t.co/9BjkjsA9bU https://t.co/BVYHIiampl,236
0.5267,Sun Sep 09 23:30:08 +0000 2018,0.861,0.0,0.139,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Ben Maher sealed the 2018 Longines Global Champions Tour title by racing to his third victory of the season in Rome… https://t.co/9xGAfbvPnX,237
0.0,Sun Sep 09 23:15:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Far right's surge in Swedish election may end one of Europe's last left-wing governments https://t.co/l1GmM7efww https://t.co/nHuKcqWVyO,238
-0.5945,Sun Sep 09 23:00:06 +0000 2018,0.693,0.307,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than 800 detained in protests in Russia, monitoring group says https://t.co/FI55y0Qeov https://t.co/H83U5lhKPV",239
-0.1877,Sun Sep 09 22:45:04 +0000 2018,0.912,0.088,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Democrats still have a narrow path to the Senate majority despite a map that favors Republicans and includes 10 Dem… https://t.co/wkRie6owIN,240
0.0,Sun Sep 09 22:30:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Two Miami Dolphins players kneel during National Anthem https://t.co/NSbsz1gUa3 https://t.co/gOTUwzXBDj,241
0.0,Sun Sep 09 22:15:08 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Apple's iPhone is the MVP of the stock market https://t.co/KwJS5BLQpK https://t.co/baHZ3W5kNa,242
0.0,Sun Sep 09 22:15:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Former Secretary of State John Kerry says President Trump's decision to pull out of the Iran nuclear deal earlier t… https://t.co/isl2v5uOG1,243
0.0,Sun Sep 09 22:00:11 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Ford tells President Trump why it won't make China-built car in US https://t.co/DYiYrmYI7d https://t.co/veSYdndQHc,244
0.0,Sun Sep 09 21:45:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Vice President Mike Pence says he hasn't discussed invoking the 25th Amendment to remove President Trump from offic… https://t.co/GTF17jYO65,245
0.0,Sun Sep 09 21:30:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Emmys make history as black actors sweep guest star categories https://t.co/UDCKcaUdlf https://t.co/Hkl8ieQsFe,246
0.0,Sun Sep 09 21:15:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Kellyanne Conway, senior counselor to President Trump, says the author of an anonymous New York Times op-ed lambast… https://t.co/QFLaZTRfvR",247
0.0,Sun Sep 09 21:00:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Democratic Sen. Mark Warner says he doesn't believe George Papadopoulos' claim that he doesn't remember telling Tru… https://t.co/RHPno76rkC,248
0.4215,Sun Sep 09 20:45:06 +0000 2018,0.84,0.0,0.16,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""They want us to be just like California, right down to tofu and silicon and dyed hair."" Texas Republican Sen. Ted… https://t.co/uE1zINCQlI",249
-0.2263,Sun Sep 09 20:30:06 +0000 2018,0.894,0.106,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","President Trump will provide written responses to questions in a defamation lawsuit brought by Summer Zervos, a for… https://t.co/OWNsRN3EsO",250
-0.6908,Sun Sep 09 20:15:09 +0000 2018,0.678,0.322,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Serena Williams is fined $17,000 for violations during her US Open loss https://t.co/BeOmCDJp4l https://t.co/YPJybBK4XK",251
0.4019,Sun Sep 09 20:00:05 +0000 2018,0.787,0.0,0.213,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Far-right party with neo-Nazi roots surges in Swedish vote https://t.co/pbz5Mmw2Sf https://t.co/zbiA7Tj85E,252
0.7783,Sun Sep 09 19:45:09 +0000 2018,0.714,0.0,0.286,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",She’s called the “Notorious RBG” for a reason. See why fans are inspired and enthralled with Supreme Court Justice… https://t.co/3eY0R1gEqy,253
0.0,Sun Sep 09 19:30:13 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Hundreds of Roman gold coins found in basement of old theater https://t.co/SFz85mhHdx https://t.co/otkdixpSgl,254
-0.6204,Sun Sep 09 19:15:06 +0000 2018,0.747,0.253,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Brazil's democracy is quite literally under assault, writes Samantha Vinograd for @CNNOpinion… https://t.co/okeLjNqPQU",255
-0.6597,Sun Sep 09 19:01:35 +0000 2018,0.63,0.267,0.104,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",John Bunn was wrongfully convicted of murder as a teenager and exonerated after 27 years of fighting for his freedo… https://t.co/dBodPJ2IRg,256
0.0,Sun Sep 09 18:45:06 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Longtime CBS chief executive Les Moonves, facing new claims of sexual misconduct, will step down as part of a wide-… https://t.co/9ZrRHiFGgP",257
0.8689,Sun Sep 09 18:30:11 +0000 2018,0.565,0.0,0.435,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Combating corruption is about ensuring peace and security, Nikki Haley, US ambassador to the United Nations, writes… https://t.co/Ek3QKd2nOu",258
-0.5859,Sun Sep 09 18:15:36 +0000 2018,0.73,0.27,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","CNN's Julia Chatterley discusses emerging market risk, trade tensions and her new show https://t.co/pVRLFwZdIM https://t.co/t9WSgt1Xgr",259
0.0,Sun Sep 09 18:04:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A Washington deacon has joined the cadre of Catholics who say Cardinal Donald Wuerl should step down amid criticism… https://t.co/xo8ynh7C3d,260
0.2023,Sun Sep 09 17:50:32 +0000 2018,0.886,0.0,0.114,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Not even New York Times' top news editor knows who wrote anonymous op-ed https://t.co/I98TZAGReg https://t.co/mfiotGFIO0,261
-0.3818,Sun Sep 09 17:30:11 +0000 2018,0.809,0.191,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Florence upgraded to hurricane, could threaten East Coast this week https://t.co/976bxZN55j https://t.co/U9Nigf0L6F",262
-0.4588,Sun Sep 09 17:15:07 +0000 2018,0.864,0.136,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A pair of baby brothers are now thriving after being attacked with a knife and scissors. Here's a look at their rem… https://t.co/3qhCgC8cd3,263
0.4215,Sun Sep 09 17:00:13 +0000 2018,0.797,0.0,0.203,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",The decline in virus sample sharing isn't just about China https://t.co/paVzaFNY2g https://t.co/vIsWvantUq,264
-0.8225,Sun Sep 09 16:45:09 +0000 2018,0.612,0.388,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Dallas police identify officer who went to wrong apartment and killed a man https://t.co/IIReCcD6yY https://t.co/ol4V4kzasA,265
-0.9201,Sun Sep 09 16:30:04 +0000 2018,0.518,0.482,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The war in Afghanistan has a new, cruel and senseless face: the killing of journalists https://t.co/DDVaFEZCtp https://t.co/gBiHp9lwmq",266
-0.5994,Sun Sep 09 16:15:07 +0000 2018,0.738,0.262,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Death toll in Japan earthquake rises to at least 37 https://t.co/iVe5mgaibf https://t.co/zV2210Kz9E,267
0.0,Sun Sep 09 16:00:02 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","""Plaid shirt guy"" dared to question President Trump https://t.co/F7VW0XhbSq (via @CNNOpinion) https://t.co/lHhPnaIA0E",268
0.0,Sun Sep 09 15:48:53 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. Ben Sasse says he thinks about leaving the GOP ""every morning"" https://t.co/HXezAAkpDT https://t.co/BMSUCFrkqw",269
-0.4767,Sun Sep 09 15:01:00 +0000 2018,0.86,0.14,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",An American Airlines flight was diverted due to poor weather conditions so the pilot ordered 40 pizzas and hand-del… https://t.co/CqkF4FmeDP,270
0.5859,Sun Sep 09 14:30:13 +0000 2018,0.833,0.0,0.167,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Travelers seeking amazing views rarely head underground. But a new hotel in China is set to open soon inside a form… https://t.co/ykViTOrwkY,271
0.6369,Sun Sep 09 14:21:18 +0000 2018,0.792,0.0,0.208,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The ""greatest course correction"" for President Trump's behavior is the midterm elections, former Secretary of State… https://t.co/M6PGGjB4XH",272
0.34,Sun Sep 09 14:01:03 +0000 2018,0.833,0.0,0.167,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Airport security trays carry more germs than toilets, a new study finds https://t.co/Ej1WCyNYcO https://t.co/LKsDqMCKu6",273
-0.1027,Sun Sep 09 13:30:00 +0000 2018,0.938,0.062,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","When she first cast a ballot in a presidential election, she ""had to pay to vote because of the color of my skin.""… https://t.co/4acZQLFJGW",274
0.4019,Sun Sep 09 13:28:17 +0000 2018,0.87,0.0,0.13,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","GOP Sen. Ben Sasse slams partisanship, says he regularly considers leaving his party and becoming an independent: ""… https://t.co/GqHpbeJTPi",275
0.0,Sun Sep 09 13:12:17 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Kellyanne Conway calls the anonymous author of New York Times op-ed “pathetic,” and says that President Trump doesn… https://t.co/Q1gL08jlzD",276
0.7096,Sun Sep 09 13:01:00 +0000 2018,0.772,0.0,0.228,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","A widow only had $3 for gas, so a cop pumped an extra $20 into the tank and inspired others to help her… https://t.co/4bhnC3f8G5",277
0.0516,Sun Sep 09 12:31:00 +0000 2018,0.738,0.127,0.135,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","“You can’t shame people for trying to make an honest living,” says former ""Cosby Show"" actor Geoffrey Owens, respon… https://t.co/wlvcQPBRQE",278
-0.6486,Sun Sep 09 12:30:21 +0000 2018,0.765,0.235,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","A shooting near Auburn University leaves one person dead and four others wounded, police say https://t.co/2ZXmZQBc7O",279
0.6808,Sun Sep 09 12:01:05 +0000 2018,0.699,0.0,0.301,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A former Buddhist monk is trying to help the world relax with an app https://t.co/pqyP4IaQfv https://t.co/9LfpYgGYv1,280
0.0772,Sun Sep 09 11:31:00 +0000 2018,0.817,0.086,0.097,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","There's no place like home. A pair of ruby slippers Judy Garland wore in ""The Wizard of Oz"" were found 13 years aft… https://t.co/gkiyhsMjrd",281
0.4939,Sun Sep 09 11:01:07 +0000 2018,0.775,0.0,0.225,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","This new, environmentally friendly six-pack doesn't require any plastic rings https://t.co/mgAU4tnO87 https://t.co/dt5fhguit7",282
0.0,Sun Sep 09 10:31:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",This Harry's factory in Germany makes 3 million razor blades -- every single day https://t.co/MELRtwCDht https://t.co/O3N5IaGR32,283
0.0,Sun Sep 09 10:01:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More baby boomers are turning to marijuana, a new study says https://t.co/Ct4GQnRzWK https://t.co/GPEaJumayd",284
0.4939,Sun Sep 09 09:31:00 +0000 2018,0.824,0.0,0.176,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",A Wisconsin man discovered that a co-worker and friend of two years is actually his biological father… https://t.co/EhgaSZ0bzn,285
0.4019,Sun Sep 09 09:01:06 +0000 2018,0.886,0.0,0.114,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Adhering to the Mediterranean diet can help prolong your life, even if you are already 65 or older, a new study sug… https://t.co/ICe1Rinl0P",286
-0.5994,Sun Sep 09 08:31:00 +0000 2018,0.672,0.328,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",20 things to eat before you die: https://t.co/Pj421cylRj https://t.co/HjOuNna1kg,287
0.3182,Sun Sep 09 08:08:57 +0000 2018,0.892,0.0,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","North Korea has staged a huge military parade to mark the 70th anniversary of the country's founding.

But the disp… https://t.co/YNX5QpQOfe",288
-0.296,Sun Sep 09 08:01:03 +0000 2018,0.891,0.109,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",This man put up an electric fence near a school bus stop to keep kids off his lawn https://t.co/UFfLq5GRS3 https://t.co/pk2dguMY0Y,289
0.0,Sun Sep 09 07:31:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Did you know the biggest home in America is also a working farm? This is homegrown cuisine at the Biltmore estate:… https://t.co/iwEKgORuZH,290
0.0,Sun Sep 09 07:01:07 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",She sits at her computer all day scrubbing the internet of photos and videos published without the subject's permis… https://t.co/ot3h4MO1XQ,291
0.4019,Sun Sep 09 06:31:00 +0000 2018,0.803,0.0,0.197,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Goodyear’s new blimp, the Wingfoot Three, features some special upgrades https://t.co/W8jS9GQvuE https://t.co/BtXDSLIrVs",292
0.0,Sun Sep 09 06:01:05 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","More than a century ago, Frank Bennett Fiske had a photography studio at Fort Yates, a US Army post in the middle o… https://t.co/AaBBUY6nh8",293
0.3182,Sun Sep 09 05:58:50 +0000 2018,0.892,0.0,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",North Korea has staged a huge military parade to mark the 70th anniversary of the country's founding; the display w… https://t.co/ITehHWR81C,294
0.7506,Sun Sep 09 05:30:05 +0000 2018,0.709,0.0,0.291,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Students at Luck High School in Wisconsin got a huge surprise when, on the first day of classes, an area businessma… https://t.co/nS1OPDLEYR",295
-0.25,Sun Sep 09 05:01:02 +0000 2018,0.755,0.146,0.099,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","A condition known as black hairy tongue has been linked with certain medications, conditions and poor oral health.… https://t.co/M8IAzZyRRW",296
0.0,Sun Sep 09 04:50:04 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @willripleyCNN: Pyongyang’s display of military hardware during Sunday's parade was considerably understated compared to what North Kore…,297
0.3182,Sun Sep 09 04:47:01 +0000 2018,0.892,0.0,0.108,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","North Korea has staged a huge military parade to mark the 70th anniversary of the country's founding -- however, un… https://t.co/OZDAud4Ns1",298
0.0,Sun Sep 09 04:30:10 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","The world is full of buttons that don't actually do anything.

They're at crosswalks, in elevators, and on thermost… https://t.co/X8Fk5vW84r",299
-0.5423,Sun Sep 09 04:00:09 +0000 2018,0.72,0.28,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Same-sex relationships are still a crime in 69 countries https://t.co/ms0tQfSJuK https://t.co/vDr9VTeWyz,300
0.0,Mon Sep 10 03:07:58 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight on President @realDonaldTrump: ""He's actually doing what he said he would do."" https://t.co/dPuf6JB2LI",301
0.2732,Mon Sep 10 03:03:43 +0000 2018,0.9,0.0,0.1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight on what made him become a Trump supporter: ""He was self-funding and that meant that he wouldn't have an… https://t.co/gTXqNjI1Xp",302
0.0,Mon Sep 10 03:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The U.S. Capitol building is reflected in a rain puddle at daybreak on Saturday in Washington. https://t.co/gPzVOXmeE2,303
0.0516,Mon Sep 10 02:52:31 +0000 2018,0.72,0.114,0.165,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""You needed somebody who was a doer. Somebody who solved problems, who got up in the morning to solve problems.""… https://t.co/2KjgQTmlsJ",304
0.1779,Mon Sep 10 02:44:35 +0000 2018,0.803,0.084,0.112,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight: ""I know that we have to keep focus and keep battling for what is true. And things will change, because… https://t.co/J2EbJUoquX",305
0.5994,Mon Sep 10 02:42:34 +0000 2018,0.642,0.0,0.358,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight: ""Patriotism brings you many beautiful friends."" https://t.co/WbSrcbxd1X",306
